Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
TCGA-06-0158-01A-01D-0236-01	15	23687685	101884307	44467	0.000000
TCGA-06-0158-01A-01D-0236-01	16	653503	1005666	64	-0.212751
TCGA-06-0158-01A-01D-0236-01	16	1007268	76750465	31939	0.000000
TCGA-06-0158-01A-01D-0236-01	16	76756998	76927590	104	-0.827692
TCGA-06-0158-01A-01D-0236-01	16	76934957	89379319	8638	0.000000
TCGA-06-0158-01A-01D-0236-01	17	987221	80917016	36953	0.000000
TCGA-06-0158-01A-01D-0236-01	18	329586	77107934	42627	0.000000
TCGA-06-0158-01A-01D-0236-01	19	284018	58878226	23922	0.000000
TCGA-06-0158-01A-01D-0236-01	20	456452	62219837	37256	0.000000
TCGA-06-0158-01A-01D-0236-01	21	15372509	35586467	12882	0.000000
TCGA-06-0158-01A-01D-0236-01	21	35588864	35716351	100	-0.804860
TCGA-06-0158-01A-01D-0236-01	21	35907176	35930189	22	0.000000
TCGA-06-0158-01A-01D-0236-01	21	35932136	35944406	11	-0.830894
TCGA-06-0158-01A-01D-0236-01	21	35945336	36028883	70	0.000000
TCGA-06-0158-01A-01D-0236-01	21	36029025	40343875	3068	-0.775862
TCGA-06-0158-01A-01D-0236-01	21	40345064	47678295	4413	0.000000
TCGA-06-0158-01A-01D-0236-01	22	17423930	49331012	16895	0.000000
TCGA-06-0158-01A-01D-0236-01	X	3157107	41315671	17263	0.000000
TCGA-06-0158-01A-01D-0236-01	X	41316032	41438939	55	1.179916
TCGA-06-0158-01A-01D-0236-01	X	41439191	43091153	501	-0.367707
TCGA-06-0158-01A-01D-0236-01	X	43097798	44422159	728	-1.091726
TCGA-06-0158-01A-01D-0236-01	X	44422454	154905589	45214	0.000000
TCGA-06-0159-01A-01D-0236-01	1	3218610	247812431	129023	0.000000
TCGA-06-0159-01A-01D-0236-01	2	484222	228430879	123074	0.000000
TCGA-06-0159-01A-01D-0236-01	2	228431046	228827553	271	0.945066
TCGA-06-0159-01A-01D-0236-01	2	228829755	242476062	7883	0.000000
TCGA-06-0159-01A-01D-0236-01	3	2212571	194296770	105459	0.000000
TCGA-06-0159-01A-01D-0236-01	3	194318434	195144438	432	-0.484492
TCGA-06-0159-01A-01D-0236-01	3	195746771	197538677	418	0.000000
TCGA-06-0159-01A-01D-0236-01	4	1053934	34512912	20612	0.000000
TCGA-06-0159-01A-01D-0236-01	4	34515371	34562580	32	0.808513
TCGA-06-0159-01A-01D-0236-01	4	34566678	188763651	82051	0.000000
TCGA-06-0159-01A-01D-0236-01	5	914233	180360469	100453	0.000000
TCGA-06-0159-01A-01D-0236-01	6	1014281	170903919	96416	0.000000
TCGA-06-0159-01A-01D-0236-01	7	708774	158385118	81259	0.000000
TCGA-06-0159-01A-01D-0236-01	8	617667	145232496	81503	0.000000
TCGA-06-0159-01A-01D-0236-01	9	789932	116403512	53353	0.000000
TCGA-06-0159-01A-01D-0236-01	9	116407044	116577318	138	-0.564653
TCGA-06-0159-01A-01D-0236-01	9	116587718	139609898	14057	0.000000
TCGA-06-0159-01A-01D-0236-01	9	139615162	140051238	106	-0.394970
TCGA-06-0159-01A-01D-0236-01	9	140084485	140938752	234	0.000000
TCGA-06-0159-01A-01D-0236-01	10	415240	135225087	80757	0.000000
TCGA-06-0159-01A-01D-0236-01	11	456120	134140152	77203	0.000000
TCGA-06-0159-01A-01D-0236-01	12	889902	49509262	25204	0.000000
TCGA-06-0159-01A-01D-0236-01	12	49511556	49596611	35	0.292148
TCGA-06-0159-01A-01D-0236-01	12	49597840	133155338	48584	0.000000
TCGA-06-0159-01A-01D-0236-01	13	19450806	114987458	56586	0.000000
TCGA-06-0159-01A-01D-0236-01	14	20501368	105986740	49403	0.000000
TCGA-06-0159-01A-01D-0236-01	15	23687685	61933458	21280	0.000000
TCGA-06-0159-01A-01D-0236-01	15	61933819	62095544	142	0.560810
TCGA-06-0159-01A-01D-0236-01	15	62095546	101884307	23045	0.000000
TCGA-06-0159-01A-01D-0236-01	16	653503	89379319	40745	0.000000
TCGA-06-0159-01A-01D-0236-01	17	987221	80917016	36953	0.000000
TCGA-06-0159-01A-01D-0236-01	18	329586	77107934	42627	0.000000
TCGA-06-0159-01A-01D-0236-01	19	284018	32054716	11837	0.000000
TCGA-06-0159-01A-01D-0236-01	19	32055408	32063308	10	-1.032925
TCGA-06-0159-01A-01D-0236-01	19	32066456	58878226	12075	0.000000
TCGA-06-0159-01A-01D-0236-01	20	456452	62219837	37256	0.000000
TCGA-06-0159-01A-01D-0236-01	21	15372509	47678295	20566	0.000000
TCGA-06-0159-01A-01D-0236-01	22	17423930	49331012	16895	0.000000
TCGA-06-0159-01A-01D-0236-01	X	3157107	55583383	22871	0.000000
TCGA-06-0159-01A-01D-0236-01	X	55585819	56010745	229	3.203564
TCGA-06-0159-01A-01D-0236-01	X	56013503	110359410	20399	0.000000
TCGA-06-0159-01A-01D-0236-01	X	110360631	110361790	5	-1.194475
TCGA-06-0159-01A-01D-0236-01	X	110366760	154905589	20257	0.000000
TCGA-06-0160-01A-01D-0236-01	1	3218610	247812431	129023	0.000000
TCGA-06-0160-01A-01D-0236-01	2	484222	208498980	110711	0.000000
TCGA-06-0160-01A-01D-0236-01	2	208500311	208515627	11	-1.040669
TCGA-06-0160-01A-01D-0236-01	2	208523264	242476062	20506	0.000000
TCGA-06-0160-01A-01D-0236-01	3	2212571	39993524	22585	0.000000
TCGA-06-0160-01A-01D-0236-01	3	40001430	40014390	21	-1.089188
TCGA-06-0160-01A-01D-0236-01	3	40018866	197538677	83703	0.000000
TCGA-06-0160-01A-01D-0236-01	4	1053934	188763651	102695	0.000000
TCGA-06-0160-01A-01D-0236-01	5	914233	180360469	100453	0.000000
TCGA-06-0160-01A-01D-0236-01	6	1014281	23112693	15580	0.000000
TCGA-06-0160-01A-01D-0236-01	6	23114946	23136840	22	-0.939283
TCGA-06-0160-01A-01D-0236-01	6	23138025	170903919	80814	0.000000
TCGA-06-0160-01A-01D-0236-01	7	708774	158385118	81259	0.000000
TCGA-06-0160-01A-01D-0236-01	8	617667	51039784	26320	0.000000
TCGA-06-0160-01A-01D-0236-01	8	51040032	51040940	9	-1.179429
TCGA-06-0160-01A-01D-0236-01	8	51044018	145232496	55174	0.000000
TCGA-06-0160-01A-01D-0236-01	9	789932	140938752	67888	0.000000
TCGA-06-0160-01A-01D-0236-01	10	415240	135225087	80757	0.000000
TCGA-06-0160-01A-01D-0236-01	11	456120	30307510	19008	0.000000
TCGA-06-0160-01A-01D-0236-01	11	30309526	32502380	1505	0.710962
TCGA-06-0160-01A-01D-0236-01	11	32502412	134140152	56690	0.000000
TCGA-06-0160-01A-01D-0236-01	12	889902	133155338	73823	0.000000
TCGA-06-0160-01A-01D-0236-01	13	19450806	114987458	56586	0.000000
TCGA-06-0160-01A-01D-0236-01	14	20501368	44554623	12589	0.000000
TCGA-06-0160-01A-01D-0236-01	14	44558043	44622317	38	-1.001921
TCGA-06-0160-01A-01D-0236-01	14	44629663	76027855	18364	0.000000
TCGA-06-0160-01A-01D-0236-01	14	76028134	76041760	10	3.614646
TCGA-06-0160-01A-01D-0236-01	14	76042109	105986740	18402	0.000000
TCGA-06-0160-01A-01D-0236-01	15	23687685	101884307	44467	0.000000
TCGA-06-0160-01A-01D-0236-01	16	653503	89379319	40745	0.000000
TCGA-06-0160-01A-01D-0236-01	17	987221	80917016	36953	0.000000
TCGA-06-0160-01A-01D-0236-01	18	329586	77107934	42627	0.000000
TCGA-06-0160-01A-01D-0236-01	19	284018	58878226	23922	0.000000
TCGA-06-0160-01A-01D-0236-01	20	456452	12796624	7894	0.000000
TCGA-06-0160-01A-01D-0236-01	20	12893188	12966661	53	-1.140406
TCGA-06-0160-01A-01D-0236-01	20	12973617	14644749	997	0.000000
TCGA-06-0160-01A-01D-0236-01	20	14644859	14691122	27	-1.286112
TCGA-06-0160-01A-01D-0236-01	20	15165524	62219837	28285	0.000000
TCGA-06-0160-01A-01D-0236-01	21	15372509	47678295	20566	0.000000
TCGA-06-0160-01A-01D-0236-01	22	17423930	49331012	16895	0.000000
TCGA-06-0160-01A-01D-0236-01	X	3157107	154905589	63761	0.000000
TCGA-06-0162-01A-01D-0275-01	1	3218610	14967314	6244	-0.656031
TCGA-06-0162-01A-01D-0275-01	1	14969490	200672699	92470	0.000000
TCGA-06-0162-01A-01D-0275-01	1	200672731	223981970	15318	0.674683
TCGA-06-0162-01A-01D-0275-01	1	223983064	224179046	68	0.000000
TCGA-06-0162-01A-01D-0275-01	1	224184274	247812431	14923	0.711526
TCGA-06-0162-01A-01D-0275-01	2	484222	13058706	7954	0.000000
TCGA-06-0162-01A-01D-0275-01	2	13060304	13121168	34	-0.529644
TCGA-06-0162-01A-01D-0275-01	2	13123276	13164198	30	-0.740559
TCGA-06-0162-01A-01D-0275-01	2	13165126	13178493	7	0.150243
TCGA-06-0162-01A-01D-0275-01	2	13187318	14018988	405	-0.722965
TCGA-06-0162-01A-01D-0275-01	2	14020442	118634348	53143	0.000000
TCGA-06-0162-01A-01D-0275-01	2	118634667	119166127	323	0.664011
TCGA-06-0162-01A-01D-0275-01	2	119166256	141041611	11002	0.000000
TCGA-06-0162-01A-01D-0275-01	2	141067667	141275652	125	0.679567
TCGA-06-0162-01A-01D-0275-01	2	141281736	203245677	34647	0.000000
TCGA-06-0162-01A-01D-0275-01	2	203246257	203286422	18	-0.957692
TCGA-06-0162-01A-01D-0275-01	2	203286952	232146346	17518	0.000000
TCGA-06-0162-01A-01D-0275-01	2	232154461	232279690	64	-0.633430
TCGA-06-0162-01A-01D-0275-01	2	232280053	242476062	5958	0.000000
TCGA-06-0162-01A-01D-0275-01	3	2212571	197538677	106309	0.000000
TCGA-06-0162-01A-01D-0275-01	4	1053934	176016865	96467	0.000000
TCGA-06-0162-01A-01D-0275-01	4	176019565	176420336	178	-0.702981
TCGA-06-0162-01A-01D-0275-01	4	176424391	177928041	890	0.000000
TCGA-06-0162-01A-01D-0275-01	4	177940476	178047128	71	-0.706123
TCGA-06-0162-01A-01D-0275-01	4	178062091	187738130	4518	0.000000
TCGA-06-0162-01A-01D-0275-01	4	187743767	187759016	11	-0.924282
TCGA-06-0162-01A-01D-0275-01	4	187762774	188763651	560	0.000000
TCGA-06-0162-01A-01D-0275-01	5	914233	38346093	22037	0.000000
TCGA-06-0162-01A-01D-0275-01	5	38346156	38347804	5	-1.292893
TCGA-06-0162-01A-01D-0275-01	5	38348663	166343377	70143	0.000000
TCGA-06-0162-01A-01D-0275-01	5	166345977	167037934	454	-0.708901
TCGA-06-0162-01A-01D-0275-01	5	167043586	180360469	7814	0.000000
TCGA-06-0162-01A-01D-0275-01	6	1014281	170903919	96416	0.000000
TCGA-06-0162-01A-01D-0275-01	7	708774	11398356	4310	0.000000
TCGA-06-0162-01A-01D-0275-01	7	11403779	13567050	1524	-0.682411
TCGA-06-0162-01A-01D-0275-01	7	13568526	14191868	606	0.840476
TCGA-06-0162-01A-01D-0275-01	7	14195749	14269455	65	2.027236
TCGA-06-0162-01A-01D-0275-01	7	14278794	14492155	158	0.840476
TCGA-06-0162-01A-01D-0275-01	7	14493413	14497293	5	3.511774
TCGA-06-0162-01A-01D-0275-01	7	14501533	14562957	34	0.840476
TCGA-06-0162-01A-01D-0275-01	7	14564919	15598156	599	2.370777
TCGA-06-0162-01A-01D-0275-01	7	15598670	18658441	1613	3.511774
TCGA-06-0162-01A-01D-0275-01	7	18658977	18906237	260	0.000000
TCGA-06-0162-01A-01D-0275-01	7	18906541	20072606	199	1.911314
TCGA-06-0162-01A-01D-0275-01	7	20080034	20530767	348	-0.110899
TCGA-06-0162-01A-01D-0275-01	7	20532053	20549556	14	2.426796
TCGA-06-0162-01A-01D-0275-01	7	20552821	20706069	112	-0.745946
TCGA-06-0162-01A-01D-0275-01	7	20710037	20957582	154	2.827379
TCGA-06-0162-01A-01D-0275-01	7	20961711	21033870	50	0.000000
TCGA-06-0162-01A-01D-0275-01	7	21035858	21134606	81	1.951506
TCGA-06-0162-01A-01D-0275-01	7	21135617	22059834	663	0.000000
TCGA-06-0162-01A-01D-0275-01	7	22064637	23722339	1173	3.616669
TCGA-06-0162-01A-01D-0275-01	7	23726698	24123340	259	1.208825
TCGA-06-0162-01A-01D-0275-01	7	24126318	24219836	98	3.507554
TCGA-06-0162-01A-01D-0275-01	7	24220150	26270760	1537	3.616669
TCGA-06-0162-01A-01D-0275-01	7	26272590	26288062	6	-0.624554
TCGA-06-0162-01A-01D-0275-01	7	26294257	26371769	24	3.616669
TCGA-06-0162-01A-01D-0275-01	7	26373532	26377620	6	-0.587550
TCGA-06-0162-01A-01D-0275-01	7	26377691	26427889	40	3.616669
TCGA-06-0162-01A-01D-0275-01	7	26432511	26463226	17	1.190845
TCGA-06-0162-01A-01D-0275-01	7	26467049	26637362	180	-0.764239
TCGA-06-0162-01A-01D-0275-01	7	26640272	27236036	319	1.481018
TCGA-06-0162-01A-01D-0275-01	7	27242359	27252147	7	0.000000
TCGA-06-0162-01A-01D-0275-01	7	27255379	27305259	23	1.691986
TCGA-06-0162-01A-01D-0275-01	7	27311801	27330695	19	0.000000
TCGA-06-0162-01A-01D-0275-01	7	27335206	27370124	32	1.496602
TCGA-06-0162-01A-01D-0275-01	7	27370438	27624471	205	0.000000
TCGA-06-0162-01A-01D-0275-01	7	27632555	27772605	82	3.616669
TCGA-06-0162-01A-01D-0275-01	7	27775628	27792577	9	2.327594
TCGA-06-0162-01A-01D-0275-01	7	27793639	28007606	162	3.616669
TCGA-06-0162-01A-01D-0275-01	7	28008042	29664568	995	-0.728528
TCGA-06-0162-01A-01D-0275-01	7	29791748	29838178	36	2.177642
TCGA-06-0162-01A-01D-0275-01	7	29839356	29944869	79	1.274335
TCGA-06-0162-01A-01D-0275-01	7	29950979	30091123	98	2.891224
TCGA-06-0162-01A-01D-0275-01	7	30092883	30330011	158	0.675093
TCGA-06-0162-01A-01D-0275-01	7	30337663	30403961	25	3.616669
TCGA-06-0162-01A-01D-0275-01	7	30412575	30468056	44	-0.686697
TCGA-06-0162-01A-01D-0275-01	7	30473822	30515812	24	2.635896
TCGA-06-0162-01A-01D-0275-01	7	30516112	30782763	156	3.616669
TCGA-06-0162-01A-01D-0275-01	7	30783029	30789366	5	-0.931120
TCGA-06-0162-01A-01D-0275-01	7	30789435	30944658	87	1.322701
TCGA-06-0162-01A-01D-0275-01	7	30952566	30970989	13	-0.731433
TCGA-06-0162-01A-01D-0275-01	7	30974353	31680243	529	3.616669
TCGA-06-0162-01A-01D-0275-01	7	31681765	31730776	30	-0.156944
TCGA-06-0162-01A-01D-0275-01	7	31731366	33861924	1364	3.616669
TCGA-06-0162-01A-01D-0275-01	7	33864069	33870493	8	0.337240
TCGA-06-0162-01A-01D-0275-01	7	33870883	34547397	464	3.616669
TCGA-06-0162-01A-01D-0275-01	7	34551891	44208480	5990	-0.724644
TCGA-06-0162-01A-01D-0275-01	7	44218856	44229068	12	3.616669
TCGA-06-0162-01A-01D-0275-01	7	44234713	52141492	5343	-0.724025
TCGA-06-0162-01A-01D-0275-01	7	52142647	52160653	15	3.616669
TCGA-06-0162-01A-01D-0275-01	7	52165041	52339398	158	1.826239
TCGA-06-0162-01A-01D-0275-01	7	52340099	52409308	30	3.616669
TCGA-06-0162-01A-01D-0275-01	7	52411713	52422606	8	1.223270
TCGA-06-0162-01A-01D-0275-01	7	52431692	52520788	56	3.616669
TCGA-06-0162-01A-01D-0275-01	7	52526414	52570495	54	1.459924
TCGA-06-0162-01A-01D-0275-01	7	52580944	52612182	37	-0.768941
TCGA-06-0162-01A-01D-0275-01	7	52612271	53295775	495	3.616669
TCGA-06-0162-01A-01D-0275-01	7	53306439	54745077	821	-0.703790
TCGA-06-0162-01A-01D-0275-01	7	54751606	54809940	50	1.430691
TCGA-06-0162-01A-01D-0275-01	7	54811195	55391002	555	2.730512
TCGA-06-0162-01A-01D-0275-01	7	55394940	55432292	25	0.697469
TCGA-06-0162-01A-01D-0275-01	7	55437549	55467011	14	1.814465
TCGA-06-0162-01A-01D-0275-01	7	55468439	55476422	9	-0.172970
TCGA-06-0162-01A-01D-0275-01	7	55479001	55765635	168	0.965513
TCGA-06-0162-01A-01D-0275-01	7	55766447	56478538	242	2.095711
TCGA-06-0162-01A-01D-0275-01	7	56479241	56521373	15	1.212881
TCGA-06-0162-01A-01D-0275-01	7	56525621	56570249	23	0.000000
TCGA-06-0162-01A-01D-0275-01	7	56573821	56704382	82	1.757447
TCGA-06-0162-01A-01D-0275-01	7	57198661	66180798	795	0.000000
TCGA-06-0162-01A-01D-0275-01	7	66183507	99086623	16242	0.732699
TCGA-06-0162-01A-01D-0275-01	7	99089136	127140082	14506	0.000000
TCGA-06-0162-01A-01D-0275-01	7	127143234	134982506	4323	1.395743
TCGA-06-0162-01A-01D-0275-01	7	134983454	137040962	1315	0.732147
TCGA-06-0162-01A-01D-0275-01	7	137043484	137170734	80	0.000000
TCGA-06-0162-01A-01D-0275-01	7	137171436	141909524	2595	0.723321
TCGA-06-0162-01A-01D-0275-01	7	141915752	143865671	597	-0.703250
TCGA-06-0162-01A-01D-0275-01	7	144105941	146432193	1236	0.811076
TCGA-06-0162-01A-01D-0275-01	7	146442062	152853585	3455	0.000000
TCGA-06-0162-01A-01D-0275-01	7	152855865	154118885	302	-0.650056
TCGA-06-0162-01A-01D-0275-01	7	154123701	154411579	152	0.000000
TCGA-06-0162-01A-01D-0275-01	7	154414361	154432315	14	-0.762696
TCGA-06-0162-01A-01D-0275-01	7	154438858	155965568	1113	0.000000
TCGA-06-0162-01A-01D-0275-01	7	155965622	155980986	10	-0.700641
TCGA-06-0162-01A-01D-0275-01	7	155981581	158385118	1214	0.000000
TCGA-06-0162-01A-01D-0275-01	8	617667	145232496	81503	0.000000
TCGA-06-0162-01A-01D-0275-01	9	789932	4094691	2318	0.000000
TCGA-06-0162-01A-01D-0275-01	9	4099325	4100236	6	-0.549036
TCGA-06-0162-01A-01D-0275-01	9	4102270	140938752	65564	0.000000
TCGA-06-0162-01A-01D-0275-01	10	415240	135225087	80757	0.000000
TCGA-06-0162-01A-01D-0275-01	11	456120	13907815	8227	0.000000
TCGA-06-0162-01A-01D-0275-01	11	13912375	14656221	473	-0.717197
TCGA-06-0162-01A-01D-0275-01	11	14662446	134140152	68503	0.000000
TCGA-06-0162-01A-01D-0275-01	12	889902	40678633	20328	0.000000
TCGA-06-0162-01A-01D-0275-01	12	40685294	45477847	2637	-0.688733
TCGA-06-0162-01A-01D-0275-01	12	45478071	45507577	21	0.673074
TCGA-06-0162-01A-01D-0275-01	12	45518178	45560192	29	-0.684601
TCGA-06-0162-01A-01D-0275-01	12	45564103	45630259	31	0.414961
TCGA-06-0162-01A-01D-0275-01	12	45636821	45776612	77	-0.746467
TCGA-06-0162-01A-01D-0275-01	12	45780082	45885756	75	0.661427
TCGA-06-0162-01A-01D-0275-01	12	45891699	46129756	159	-0.754608
TCGA-06-0162-01A-01D-0275-01	12	46134729	46410248	119	0.792389
TCGA-06-0162-01A-01D-0275-01	12	46416568	46454411	28	-0.740283
TCGA-06-0162-01A-01D-0275-01	12	46459925	47094401	353	0.667707
TCGA-06-0162-01A-01D-0275-01	12	47095263	47108664	10	-0.772179
TCGA-06-0162-01A-01D-0275-01	12	47108817	47340921	153	0.670112
TCGA-06-0162-01A-01D-0275-01	12	47342876	47367426	18	-0.858366
TCGA-06-0162-01A-01D-0275-01	12	47373966	47839042	321	0.815322
TCGA-06-0162-01A-01D-0275-01	12	47843061	47942029	56	-0.769538
TCGA-06-0162-01A-01D-0275-01	12	48059985	48600520	350	0.745369
TCGA-06-0162-01A-01D-0275-01	12	48602328	48610603	9	-0.774560
TCGA-06-0162-01A-01D-0275-01	12	48615603	48829949	113	0.831173
TCGA-06-0162-01A-01D-0275-01	12	48833645	51863232	1421	-0.712208
TCGA-06-0162-01A-01D-0275-01	12	51867160	51880445	17	0.640297
TCGA-06-0162-01A-01D-0275-01	12	51883783	51938294	31	-0.761924
TCGA-06-0162-01A-01D-0275-01	12	51939061	52532818	299	0.702388
TCGA-06-0162-01A-01D-0275-01	12	52535571	52535928	6	-0.764838
TCGA-06-0162-01A-01D-0275-01	12	52551035	53255167	505	0.752037
TCGA-06-0162-01A-01D-0275-01	12	53260868	53269692	6	-0.745424
TCGA-06-0162-01A-01D-0275-01	12	53270724	53391501	90	0.759296
TCGA-06-0162-01A-01D-0275-01	12	53392399	55897819	1286	-0.714348
TCGA-06-0162-01A-01D-0275-01	12	55907675	55974381	35	0.564718
TCGA-06-0162-01A-01D-0275-01	12	55974629	55997046	7	-0.640478
TCGA-06-0162-01A-01D-0275-01	12	55998851	56006924	11	0.935080
TCGA-06-0162-01A-01D-0275-01	12	56007403	56086656	61	-0.681224
TCGA-06-0162-01A-01D-0275-01	12	56091617	56168075	35	0.615343
TCGA-06-0162-01A-01D-0275-01	12	56170269	57945860	784	-0.678845
TCGA-06-0162-01A-01D-0275-01	12	57955296	59870494	1258	3.656854
TCGA-06-0162-01A-01D-0275-01	12	59874267	61198326	770	-0.732839
TCGA-06-0162-01A-01D-0275-01	12	61210397	61309249	56	3.656854
TCGA-06-0162-01A-01D-0275-01	12	61315057	63626926	1484	-0.708274
TCGA-06-0162-01A-01D-0275-01	12	63628093	63662786	25	3.541590
TCGA-06-0162-01A-01D-0275-01	12	63665510	63685443	24	-0.578612
TCGA-06-0162-01A-01D-0275-01	12	63686663	65090451	653	3.656854
TCGA-06-0162-01A-01D-0275-01	12	65091031	65141518	29	1.083331
TCGA-06-0162-01A-01D-0275-01	12	65144135	65881095	397	3.656854
TCGA-06-0162-01A-01D-0275-01	12	65884244	66052386	99	2.124445
TCGA-06-0162-01A-01D-0275-01	12	66053692	66191646	102	0.952424
TCGA-06-0162-01A-01D-0275-01	12	66197289	66425176	121	-0.687607
TCGA-06-0162-01A-01D-0275-01	12	66427568	68048688	1192	3.656854
TCGA-06-0162-01A-01D-0275-01	12	68049075	68068592	12	-0.646777
TCGA-06-0162-01A-01D-0275-01	12	68072826	68569191	364	3.656854
TCGA-06-0162-01A-01D-0275-01	12	68570523	68756820	191	-0.742377
TCGA-06-0162-01A-01D-0275-01	12	68757746	69023060	162	3.656854
TCGA-06-0162-01A-01D-0275-01	12	69030976	69038170	7	-0.571402
TCGA-06-0162-01A-01D-0275-01	12	69040415	69243713	137	3.656854
TCGA-06-0162-01A-01D-0275-01	12	69244388	69298287	35	3.271085
TCGA-06-0162-01A-01D-0275-01	12	69301444	69349868	37	0.638284
TCGA-06-0162-01A-01D-0275-01	12	69350311	69370438	13	2.192669
TCGA-06-0162-01A-01D-0275-01	12	69374394	69728786	226	0.638284
TCGA-06-0162-01A-01D-0275-01	12	69730459	70693138	654	-0.671683
TCGA-06-0162-01A-01D-0275-01	12	70700268	71095998	262	1.514940
TCGA-06-0162-01A-01D-0275-01	12	71098994	71347693	169	0.682912
TCGA-06-0162-01A-01D-0275-01	12	71347970	71408690	64	1.563266
TCGA-06-0162-01A-01D-0275-01	12	71412932	71454999	27	3.656854
TCGA-06-0162-01A-01D-0275-01	12	71458967	71562269	64	1.440218
TCGA-06-0162-01A-01D-0275-01	12	71564866	71715731	83	3.656854
TCGA-06-0162-01A-01D-0275-01	12	71722529	72113111	159	-0.677195
TCGA-06-0162-01A-01D-0275-01	12	72114515	72126094	10	3.083070
TCGA-06-0162-01A-01D-0275-01	12	72135173	72189824	32	-0.614506
TCGA-06-0162-01A-01D-0275-01	12	72194438	73186801	558	3.656854
TCGA-06-0162-01A-01D-0275-01	12	73187300	73231379	10	1.337343
TCGA-06-0162-01A-01D-0275-01	12	73372116	74934743	826	-0.687061
TCGA-06-0162-01A-01D-0275-01	12	74940859	75237702	208	1.633349
TCGA-06-0162-01A-01D-0275-01	12	75239530	75962912	448	-0.752534
TCGA-06-0162-01A-01D-0275-01	12	75964528	126921171	31074	0.000000
TCGA-06-0162-01A-01D-0275-01	12	126922269	133155338	2300	-0.684693
TCGA-06-0162-01A-01D-0275-01	13	19450806	30579455	6578	0.000000
TCGA-06-0162-01A-01D-0275-01	13	30579612	30585815	5	-0.552664
TCGA-06-0162-01A-01D-0275-01	13	30586766	53537171	13919	0.000000
TCGA-06-0162-01A-01D-0275-01	13	53537226	53540858	6	-0.555930
TCGA-06-0162-01A-01D-0275-01	13	53541303	114987458	36078	0.000000
TCGA-06-0162-01A-01D-0275-01	14	20501368	27543796	3425	0.000000
TCGA-06-0162-01A-01D-0275-01	14	27543818	27547903	12	-0.567925
TCGA-06-0162-01A-01D-0275-01	14	27548137	105986740	45966	0.000000
TCGA-06-0162-01A-01D-0275-01	15	23687685	101884307	44467	0.000000
TCGA-06-0162-01A-01D-0275-01	16	653503	89379319	40745	0.000000
TCGA-06-0162-01A-01D-0275-01	17	987221	80917016	36953	0.000000
TCGA-06-0162-01A-01D-0275-01	18	329586	77107934	42627	0.000000
TCGA-06-0162-01A-01D-0275-01	19	284018	58878226	23922	0.000000
TCGA-06-0162-01A-01D-0275-01	20	456452	62219837	37256	0.000000
TCGA-06-0162-01A-01D-0275-01	21	15372509	47678295	20566	0.000000
TCGA-06-0162-01A-01D-0275-01	22	17423930	49331012	16895	0.000000
TCGA-06-0162-01A-01D-0275-01	X	3157107	45454048	19005	0.000000
TCGA-06-0162-01A-01D-0275-01	X	45458701	45560397	66	0.868397
TCGA-06-0162-01A-01D-0275-01	X	45564097	88021541	15233	0.000000
TCGA-06-0162-01A-01D-0275-01	X	88028398	88066495	21	0.437158
TCGA-06-0162-01A-01D-0275-01	X	88066892	133641977	20155	0.000000
TCGA-06-0162-01A-01D-0275-01	X	133642100	133677738	20	0.191927
TCGA-06-0162-01A-01D-0275-01	X	133682058	143916890	4435	0.000000
TCGA-06-0162-01A-01D-0275-01	X	143923374	147928021	2500	0.373145
TCGA-06-0162-01A-01D-0275-01	X	147931279	154905589	2326	0.000000
TCGA-06-0164-01A-01D-0275-01	1	3218610	31139580	14653	-0.531442
TCGA-06-0164-01A-01D-0275-01	1	31262837	213097217	92171	0.000000
TCGA-06-0164-01A-01D-0275-01	1	213097929	213243597	81	0.583868
TCGA-06-0164-01A-01D-0275-01	1	213250513	247812431	22118	0.000000
TCGA-06-0164-01A-01D-0275-01	2	484222	20310668	12809	0.000000
TCGA-06-0164-01A-01D-0275-01	2	20310703	20500392	125	0.614428
TCGA-06-0164-01A-01D-0275-01	2	20502606	226148202	108774	0.000000
TCGA-06-0164-01A-01D-0275-01	2	226148645	228590027	1495	-0.553551
TCGA-06-0164-01A-01D-0275-01	2	228602577	242476062	8025	0.000000
TCGA-06-0164-01A-01D-0275-01	3	2212571	36344806	20327	0.000000
TCGA-06-0164-01A-01D-0275-01	3	36347476	36387280	35	0.887747
TCGA-06-0164-01A-01D-0275-01	3	36422789	50156263	7346	0.000000
TCGA-06-0164-01A-01D-0275-01	3	50157671	50317882	66	0.622227
TCGA-06-0164-01A-01D-0275-01	3	50321839	197538677	78535	0.000000
TCGA-06-0164-01A-01D-0275-01	4	1053934	188763651	102695	0.000000
TCGA-06-0164-01A-01D-0275-01	5	914233	133691869	71954	0.000000
TCGA-06-0164-01A-01D-0275-01	5	133698937	133870005	85	0.607695
TCGA-06-0164-01A-01D-0275-01	5	133871101	180360469	28414	0.000000
TCGA-06-0164-01A-01D-0275-01	6	1014281	170903919	96416	0.000000
TCGA-06-0164-01A-01D-0275-01	7	708774	158385118	81259	0.000000
TCGA-06-0164-01A-01D-0275-01	8	617667	99681703	54402	0.000000
TCGA-06-0164-01A-01D-0275-01	8	99687240	99810920	40	-0.661906
TCGA-06-0164-01A-01D-0275-01	8	99814885	115224823	8293	0.000000
TCGA-06-0164-01A-01D-0275-01	8	115225156	120117234	3060	-0.494310
